Last 4 Card Digits,Order Date,Menu Item,Qty,Total,Tip
0889,2023-11-24 17:58:00,"HH Frozen Margarita Flight, HH Mojito Flight, HH Mule Flight, HH Martini Flight, Fry Flight, Skewer Flight, Ahi Tuna Taco Flight, Empanada Flight, Cheesecake Flight",9.0,161.62,32.32
0890,2023-12-01 19:13:00,"Beignet Flight, Beignet Flight",2.0,23.98,2.16
0904,2023-11-25 18:11:00,"Chicken Wing Flight, Fry Flight, Fry Flight, Empanada Flight, Empanada Flight",5.0,103.66999999999999,0.0
0904,2024-02-27 19:53:00,Mojito Flight,1.0,26.25,5.25
0915,2024-01-15 19:16:00,"Martini Flight, Slider Flight, Fry Flight, Mac & Cheese Flight, Brownie Bomber, Cheesecake Flight",6.0,112.41,5.91
0915,2024-02-18 18:29:00,"Lemonade, Diet Coke, Mocktini Flight, Ahi Tuna Taco Flight, Flights Burger, Roasted Lemon Chicken, Taco Flight, Campbell Mud Pie",9.0,137.59,13.76
0918,2024-02-15 20:49:00,"Titos, MODELO, Bird Dog, Fettuccine Alfredo, Fry Flight, Titos, MODELO",7.0,133.35,16.0
0923,2023-12-02 20:10:00,"Guinness, Mojito Flight, Bluemoon, Margarita Rock Flight, Slider Flight, Bird Dog",6.0,106.05,13.95
0925,2024-02-18 18:54:00,"Mile High, Old Fashioned Flight, Side Green Beans, Empanada Flight, Slider Flight, Skewer Flight, Mac & Cheese Flight, Fry Flight",8.0,152.87,0.0
0929,2024-02-11 15:17:00,"Margarita Rock Flight, Bloody Mary, Old Fashioned Flight, Taco Flight, Skewer Flight, Lamb lolli, Smoked Show, Ice Man, Campbell Mud Pie",9.0,178.12,25.0
0930,2023-12-08 19:23:00,"Beer Flight, Mojito Flight, Bloody Mary Flight, Margarita Rock Flight, Fry Flight, Mac & Cheese Flight, Slider Flight, Flights Burger, Wedge Salad, Skewer Flight, Wedge Salad, Margarita Rock Flight, Chicken Wing Flight, Skewer Flight",15.0,329.82,0.0
0941,2024-02-23 20:26:00,Frozen Margarita Flight,1.0,26.25,26.42
0943,2024-02-17 19:56:00,"Mojito Flight, Margarita Rock Flight, Slider Flight, Ahi Tuna Taco Flight",4.0,93.95,18.0
0944,2023-12-10 18:16:00,"Iced Tea, Coffee Regular, Fry Flight, Ahi Tuna Taco Flight, Caesar Salad, Chicken Slider, Cheesecake Flight",7.0,84.0,16.8
0948,2023-11-16 19:03:00,"Martini Flight, Margarita",2.0,40.46,5.99
0948,2023-11-25 20:10:00,"Cabernet - Flights Founder's Label - Bottle, Skewer Flight, Skewer Flight",3.0,90.66,16.32
0952,2023-12-30 19:24:00,"Fry Flight, Skewer Flight, Taco Flight, Margarita Rock Flight, Fettuccine Alfredo, Brownie Bomber",6.0,138.65,21.0
0954,2024-02-29 16:50:00,stella,1.0,7.66,16.52
0958,2024-02-13 19:41:00,"Baby Back Ribs Flight, Slider Flight, Taco Flight, Fry Flight, Diet Coke",6.0,92.74,21.0
0966,2024-01-14 16:49:00,"Maverick, Manhattan",2.0,29.53,10.0
0967,2024-01-12 20:00:00,"Fry Flight, Mojito Flight, Bird Dog",3.0,60.11,21.62
0967,2024-01-26 18:26:00,"Margarita Rock Flight, Margarita Rock Flight, Slider Flight, Fry Flight",4.0,92.86,20.0
0975,2024-01-24 20:02:00,"Fry Flight, Margarita Rock Flight, Old Fashioned Flight, Slider Flight, Empanada Flight, Ahi Tuna Taco Flight, Pan Seared Salmon Fillet, Taco Flight",8.0,183.43,6.22
0978,2024-02-25 17:15:00,"Martini Flight, Beer Flight",2.0,43.75,8.65
0990,2024-01-12 18:37:00,"Frozen Margarita Flight, Mocktini Flight, Old Fashioned Flight, Fry Flight, cheese flight, Mac & Cheese Flight",6.0,123.46,21.39
0995,2024-02-03 12:19:00,"MODELO, Margarita Rock Flight, Martini Flight, Empanada Flight, Margarita Rock Flight, Fry Flight, Ahi Tuna Taco Flight, Flights 3 Egg Omelet, Flights Burger, Iced Tea, Taco Flight",13.0,250.08999999999997,6.97
0996,2024-02-19 16:41:00,"Mule Flight, Mojito Flight, Gin Flight, Mimosa Flight, Margarita Rock Flight, Fry Flight, cheese flight",9.0,210.93,8.0
0999,2024-01-17 19:39:00,"Beer Flight, Taco Flight, Flights Burger, Ahi Tuna Taco Flight, Brownie Bomber, Beer Flight",6.0,104.78999999999999,4.72
1000,2023-11-11 16:49:00,"Mimosa Flight, Old Fashioned Flight, Skewer Flight",3.0,76.5,15.3
1000,2023-11-19 16:51:00,"Moscow Mule, Elysian Space Dust, Ghost Rider, Ginger Beer",5.0,50.32,0.0
1000,2023-12-02 12:04:00,"HH Bloody Mary Flight, HH Mimosa Flight, Mimosa, Hot Tea, cheese flight, Mimosa",6.0,78.71,5.91
1000,2023-12-08 18:59:00,"Maker Mark, Mile High, Hummus",3.0,46.980000000000004,9.4
1000,2023-12-17 18:25:00,"Slider Flight, Fry Flight, Skewer Flight, Salad Flight, Cheesecake Flight",5.0,97.06,0.0
1000,2024-01-04 19:29:00,"Beer Flight, Mule Flight, Fry Flight, Martini Flight",4.0,88.53999999999999,12.0
1000,2024-01-18 18:11:00,"Fry Flight, Mule Flight, Mule Flight, Empanada Flight, Taco Flight, Mule Flight",6.0,137.66,32.99
1000,2024-02-16 19:50:00,"Margarita Rock Flight, Ghost Rider, Mac & Cheese Flight, Ahi Tuna Taco Flight, Slider Flight",5.0,103.75999999999999,15.0
1000,2024-02-23 16:15:00,"Baby Back Ribs Flight, stella",2.0,31.66,21.62
1001,2024-01-13 16:09:00,"BBQ Pulled Pork Sandwich, Flights Burger, Ginger Beer",4.0,46.92,0.0
1002,2023-11-05 11:20:00,"Titos, HH Mimosa Flight",1.5,21.33,9.61
1002,2023-12-17 19:13:00,"Mile High, Hummus, Caesar Salad",3.0,45.84,14.85
1002,2023-12-22 17:38:00,Elysian Space Dust,2.0,10.93,19.66
1002,2024-01-06 19:38:00,"Well Vodka, Well Vodka",2.0,24.08,56.82
1002,2024-02-10 15:32:00,"Baby Back Ribs Flight, Chicken Wing Flight",2.0,49.11,0.0
1002,2024-02-29 20:02:00,"Margarita Rock Flight, Bird Dog, Fry Flight, Bird Dog",4.0,75.43,17.03
1003,2023-11-13 17:55:00,"Chardonnay - Ste Chateau Michelle - Glass, Bird Dog",2.0,29.53,5.25
1003,2023-11-28 18:14:00,"HH Margarita Rock Flight, Fry Flight, HH Old Fashioned Flight, Mac & Cheese Flight, Empanada Flight",5.0,92.84,0.0
1003,2023-12-01 20:39:00,"Martini Flight, Frozen Margarita Flight, Fry Flight, Slider Flight, Baby Back Ribs Flight, Mule Flight",6.0,143.11,20.0
1003,2023-12-01 21:38:00,Mojito Flight,1.0,26.25,20.0
1003,2023-12-21 16:30:00,"HH Margarita Rock Flight, HH Margarita Rock Flight, HH Margarita Rock Flight, Mac & Cheese Flight, Empanada Flight, Fry Flight, Taco Flight, Miracle on the Hudson, HH Mojito Flight, HH Mojito Flight",10.0,189.04,11.8
1003,2024-01-19 17:59:00,"I Heart Prosecco - Glass, I Heart Prosecco - Glass, cheese flight, I Heart Prosecco - Glass, Guiness",5.0,62.29,21.0
1003,2024-01-19 18:40:00,"Ghost Rider, Red Wine Flight, Fry Flight, Mile High",4.0,75.43,17.26
1003,2024-01-20 19:57:00,"Coke, Coke, Flights Burger",3.0,27.299999999999997,0.0
1003,2024-02-02 17:37:00,"Diet Coke, Mocktini Flight, Chicken Wing Flight, Fry Flight",4.0,63.349999999999994,5.0
1003,2024-02-02 17:54:00,Empanada Flight,1.0,10.35,35.78
1003,2024-02-29 18:09:00,"805, Beer Flight, Fry Flight, Chicken Wing Flight, Beer Flight, 805, MODELO, Taco Flight, Lamb lolli, Morena Mia, MODELO, MODELO, MODELO, Morena Mia",14.0,193.39,34.81
1004,2023-11-08 20:09:00,"Taco Flight, Flights Burger, Margarita Rock Flight, Side Fries, Cheesecake Flight",5.0,84.06,16.81
1004,2023-11-22 16:21:00,"HH Mojito Flight, HH Old Fashioned Flight, HH Old Fashioned Flight, HH Mule Flight, Hummus, Fry Flight, Elysian Space Dust, Elysian Space Dust",8.0,112.55,15.0
1004,2023-12-24 13:24:00,"Margarita, Toast Flight, Cast Iron Hash Flight",3.0,49.09,4.38
1004,2024-01-12 21:08:00,"Mule Flight, Fry Flight, Empanada Flight",3.0,65.53,11.8
1004,2024-02-14 18:56:00,"Mile High, Caesar Salad, cheese flight, 12 Oz New York Steak, Mile High",5.0,111.43,10.0
1004,2024-02-16 19:02:00,"Diet Coke, Lemonade, Arnold Palmer, Fry Flight, Taco Flight, Taco Flight, Caesar Salad",7.0,84.00999999999999,14.2
1004,2024-02-18 19:48:00,"Martini Flight, Mojito Flight, Slider Flight, Mac & Cheese Flight, Empanada Flight",5.0,115.8,14.34
1004,2024-02-27 17:10:00,"Pan Seared Salmon Fillet, Old Fashioned",2.0,46.980000000000004,5.45
1005,2023-11-08 16:58:00,"HH Old Fashioned Flight, HH Bloody Mary Flight, Taco Flight, Slider Flight, Salad Flight, HH BEER, HH BEER, HH BEER, Chicken Wing Flight, Baby Back Ribs Flight, Skewer Flight, HH BEER, HH BEER, MODELO, MODELO",15.0,211.81,42.36
1005,2023-11-14 16:48:00,"HH Frozen Margarita Flight, HH Mojito Flight, HH Gin Flight",3.0,49.230000000000004,2.73
1005,2023-11-15 20:00:00,"Martini Flight, Hot Tea, Coffee Regular, Beignet Flight",4.0,45.91,3.0
1005,2023-12-24 14:11:00,"Flights 3 Egg Omelet, Classic Breakfast, HH Mimosa Flight",3.0,46.91,15.37
1005,2024-01-12 18:45:00,"Flights Burger, 12 Oz New York Steak, Caesar Salad, Mule Flight, Martini",5.0,119.07,23.81
1005,2024-02-04 15:02:00,HH Mimosa Flight,2.0,32.82,4.59
1005,2024-02-14 19:52:00,"Margarita Rock Flight, Bluemoon, Baby Back Ribs Flight, Caprese Salad, Skewer Flight, Pan Seared Salmon Fillet, Cheesecake Flight",7.0,140.8,24.96
1005,2024-02-20 16:10:00,"Jack Daniels, Orange Juice, Fry Flight, Pinot Noir - Josh - Glass, Jack Daniels, Roasted Lemon Chicken, Fettuccine Alfredo, Flights Burger, Caprese Salad",13.0,193.34,19.22
1005,2024-02-23 16:54:00,"HH Margarita Rock Flight, Fry Flight",2.0,34.95,6.56
1006,2023-11-08 18:58:00,"Slider Flight, Beer Flight",2.0,39.32,14.42
1006,2023-11-09 17:30:00,"Fry Flight, Salad Flight, HH Martini Flight, HH Mule Flight, Baby Back Ribs Flight, Beignet Flight",6.0,106.98,35.42
1006,2023-11-10 16:38:00,"Ground Beef Empanada, Side Salt And Pepper Wings",2.0,7.29,19.68
1006,2023-11-25 12:53:00,"HH Mimosa Flight, Toast Flight, Cast Iron Hash Flight, Chicken n Waffles, HH Bloody Mary Flight",5.0,89.52,16.0
1006,2023-12-14 16:43:00,Flights Burger,1.0,0.0,12.0
1006,2023-12-21 18:57:00,"Roasted Lemon Chicken, Side Fries",2.0,0.0,5.0
1006,2024-01-14 13:40:00,"Cast Iron Hash Flight, Fry Flight",2.0,38.17,21.18
1006,2024-01-15 16:55:00,"HH Mojito Flight, Ahi Tuna Taco Flight, Skewer Flight, Taco Flight, Empanada Flight, Iced Tea",6.0,104.78999999999999,20.0
1006,2024-01-29 17:52:00,"Hh Beer Flight, HH Mule Flight, Slider Flight",3.0,54.64,29.28
1006,2024-02-18 14:08:00,"HH Mimosa Flight, Mojito Flight, Mule Flight, Breakfast Burrito, Fry Flight, Taco Flight",6.0,122.33,8.16
1007,2023-11-13 18:06:00,"Aperol Spritz, Caprese Salad",2.0,27.28,15.92
1007,2023-11-30 18:35:00,"Margarita Rock Flight, Margarita Rock Flight, Fry Flight",3.0,71.03999999999999,4.0
1007,2023-12-21 17:54:00,"805, Meyers Dark, Skewer Flight",4.0,66.59,28.3
1007,2024-01-18 19:20:00,"Dbl Well Whiskey, Dbl Well Whiskey, Morena Mia, Dbl Well Whiskey",4.0,87.5,26.36
1007,2024-02-18 10:44:00,"Komos Anejo Reserva, Komos Anejo Reserva, Lemon Drop, Hennessy VS",4.0,96.28,40.0
1007,2024-02-25 18:46:00,"Coke, Ghost Rider, Taco Flight, Flights Burger, Empanada Flight, Fry Flight, Ghost Rider",7.0,112.47,5.89
1008,2023-11-18 16:36:00,"Hot Tea, Old Fashioned Flight, Flights Burger, Burger Patty Meduim Rare No Seasoning Or Anything Plain Just Patty, Brownie Bomber",5.0,66.64,12.0
1008,2024-01-03 17:36:00,"HH Gin Flight, HH Old Fashioned Flight, Ahi Tuna Taco Flight, Fry Flight, Chicken Wing Flight, Wedge Salad",6.0,110.25999999999999,22.05
1008,2024-01-07 11:05:00,Classic Breakfast,1.0,0.0,12.0
1008,2024-02-02 21:02:00,"Skewer Flight, Mojito Flight",2.0,50.25,36.77
1008,2024-02-17 14:46:00,"Chicken n Waffles, Fry Flight, Cast Iron Hash Flight",3.0,59.989999999999995,30.0
1009,2023-11-05 15:57:00,"Mile High, Flights Burger",2.0,33.86,7.45
1009,2023-11-13 16:21:00,Skewer Flight,1.0,24.0,5.32
1009,2023-11-18 15:24:00,"Slider Flight, Fry Flight, Mimosa Flight",3.0,66.61,13.32
1009,2023-11-18 20:11:00,"Bird Dog, Bluemoon, Mac & Cheese Flight, Caprese Salad, Fettuccine Alfredo",5.0,97.21,11.14
1009,2023-11-19 13:10:00,"Margarita Rock Flight, Mocktini Flight, HH Mimosa Flight, Slider Flight, Mac & Cheese Flight, Empanada Flight, Baby Back Ribs Flight, Ahi Tuna Taco Flight",9.0,191.16,17.69
1009,2023-12-08 19:32:00,"Margarita Rock Flight, Taco Flight, Taco Flight, Skewer Flight, Flights Burger, Empanada Flight",6.0,118.39999999999999,20.0
1009,2023-12-15 16:50:00,"HH Mojito Flight, Empanada Flight, HH Frozen Margarita Flight, Slider Flight, HH Mojito Flight, Empanada Flight, HH Frozen Margarita Flight, Slider Flight",8.0,150.76,8.75
1009,2023-12-16 14:33:00,"Empanada Flight, Sierra Hazy, I Heart Prosecco - Glass",3.0,40.42,6.99
1009,2023-12-16 15:15:00,Flights Burger,1.0,9.26,6.12
1009,2024-01-11 19:01:00,"Beer Flight, Old Fashioned Flight, Baby Back Ribs Flight, stella, Voodoo Ranger, Casamigos Reposado, Casamigos Reposado, stella, Casamigos Reposado, Casamigos Reposado",10.0,161.82,0.0
1009,2024-01-30 16:50:00,"HH Frozen Margarita Flight, Ahi Tuna Taco Flight",2.0,36.04,7.21
1009,2024-02-02 19:03:00,"Beer Flight, Fry Flight, Beer Flight, Beer Flight, Taco Flight, Slider Flight, Ahi Tuna Taco Flight, Beignet Flight, Beer Flight",9.0,161.61,15.93
1009,2024-02-08 19:03:00,"Maverick, Fry Flight, Diet Coke, Slider Flight, Taco Flight, Mac & Cheese Flight",6.0,100.42999999999999,22.09
1010,2023-12-23 18:16:00,"Bird Dog, Bird Dog, Bluemoon, Bird Dog, Martini Flight, Mojito Flight, Slider Flight, Taco Flight, Lamb lolli, Skewer Flight, Mimosa Flight, Fry Flight, Empanada Flight, Ahi Tuna Taco Flight, Fry Flight, Mojito Flight, Mojito Flight, Martini Flight, Mojito Flight, Bluemoon, Martini Flight, Mojito Flight, Baby Back Ribs Flight, Martini Flight",24.0,517.97,0.0
1010,2024-01-14 16:13:00,Margarita Rock Flight,1.0,26.25,13.95
1011,2024-01-04 20:24:00,"MODELO, Taco Flight, MODELO",3.0,37.129999999999995,8.0
1013,2023-12-16 13:08:00,"Mimosa, Fry Flight, Mimosa, Mimosa, Mimosa",5.0,71.02,6.0
1013,2024-01-20 12:10:00,"Breakfast Burrito, 6 Oz N.Y. Steak & Eggs, Flights Burger",4.0,34.87,32.09
1017,2023-11-11 12:52:00,"Margarita Rock Flight, Coffee Regular, 12 Oz New York Steak, Side Egg, Toast Flight",5.0,91.78,22.0
1018,2023-11-25 12:10:00,"Margarita Rock Flight, Old Fashioned Flight, Fry Flight, Mac & Cheese Flight, HH Mimosa Flight, Slider Flight, Chicken Wing Flight",7.0,155.12,5.0
1018,2023-12-11 18:55:00,"Mojito Flight, Pan Seared Salmon Fillet",1.5,43.69,18.0
1018,2023-12-30 13:18:00,"Chicken Slider, Margarita Rock Flight, Classic Breakfast, Chicken Wing Flight",4.0,77.53999999999999,2.0
1018,2024-01-24 18:57:00,"Meatballs, Voodoo Ranger",2.0,27.29,33.02
1019,2023-12-07 20:49:00,"Flights Burger, Voodoo Ranger, Old Fashioned Flight, Flights Burger, Voodoo Ranger, Old Fashioned Flight",6.0,107.08,13.0
1021,2024-01-04 17:30:00,"HH Frozen Margarita Flight, Taco Flight, Chicken Wing Flight, Elysian Space Dust",4.0,66.61,10.0
1022,2023-12-21 19:08:00,"Mojito Flight, Mojito Flight",2.0,52.5,14.34
1026,2023-11-17 18:19:00,"Hess Cabernet Glass, Chardonnay - Ste Chateau Michelle - Glass, Ahi Tuna Taco Flight, Chicken Wing Flight, cheese flight",5.0,94.99,19.0
1028,2024-01-18 16:44:00,"Maverick, Ghost Rider, Maverick, Ghost Rider, Fry Flight, Maverick",6.0,95.14,10.5
1037,2023-12-23 20:09:00,"Mac & Cheese Flight, Taco Flight, Chicken Wing Flight, Fry Flight, Don Julio Blanco, Don Julio Blanco",6.0,114.66,25.23
1044,2023-12-03 17:57:00,"Ginger Beer, Cabernet - Sebastiani - Glass",2.0,15.309999999999999,29.0
1044,2023-12-03 18:16:00,"Martini Flight, Old Fashioned Flight, Mac & Cheese Flight, Fettuccine Alfredo, Fry Flight",5.0,121.27,29.0
1053,2024-01-11 15:28:00,"Don Julio Anejo, Taco Flight, Caesar Salad",3.0,61.129999999999995,0.0
1063,2023-12-03 15:53:00,"Caesar Salad, Martini Flight, Fry Flight, Skewer Flight, Ahi Tuna Taco Flight, Cheesecake Flight",6.0,101.49,8.64
1068,2024-02-10 15:10:00,"Mimosa Flight, Mule Flight",2.0,52.5,10.8
1070,2023-11-13 16:37:00,Mule Flight,1.0,26.25,8.0
1070,2024-01-24 19:14:00,"Margarita Rock Flight, Taco Flight, Fry Flight, Martini Flight, Skewer Flight, Ahi Tuna Taco Flight, Skewer Flight, Pinot Noir - Josh - Glass, Cabernet - Sebastiani - Glass",9.0,180.16,12.77
1073,2024-01-28 15:40:00,"Maverick, Ghost Rider, Old Fashioned, Slider Flight, Syrah - The Pundit - Glass, Chicken Wing Flight, Baby Back Ribs Flight",8.0,142.03,25.0
1074,2024-01-27 17:24:00,"Martini, Morena Mia",2.0,24.07,26.41
1079,2024-01-24 17:52:00,"Chardonnay - Hess - Glass, Slider Flight",2.0,36.03,7.21
1079,2024-02-02 19:43:00,"Margarita Rock Flight, Mocktini Flight, Slider Flight, Taco Flight, Mac & Cheese Flight",5.0,103.75999999999999,25.47
1081,2024-01-22 16:53:00,Whistle Pig Rye,1.0,17.5,7.87
1083,2024-02-08 19:21:00,"Salad Flight, 12 Oz New York Steak",2.0,0.0,0.0
1085,2024-01-27 11:44:00,"Hummus, HH Mimosa Flight, Cast Iron Hash Flight, Breakfast Burrito",4.0,68.74,13.96
1091,2023-12-30 12:02:00,Side Egg,1.0,1.64,13.98
1092,2024-01-28 15:30:00,"Martini Flight, Beer Flight, Chicken Wing Flight, Mojito Flight",4.0,95.11,30.0
1102,2024-02-14 18:36:00,"Fry Flight, Chicken Wing Flight, Ahi Tuna Taco Flight, Flights Burger",4.0,81.82,16.35
1103,2024-01-04 17:10:00,"Martini Flight, Mojito Flight, Slider Flight, Fry Flight, Mac & Cheese Flight",5.0,113.6,1.45
1103,2024-01-13 16:27:00,"Fry Flight, Chicken Wing Flight, Mojito Flight, Margarita Rock Flight",4.0,96.15,0.0
1110,2023-12-16 16:45:00,"Frozen Margarita Flight, Mojito Flight, Beer Flight, Mac & Cheese Flight, Slider Flight, Taco Flight",6.0,132.19,14.2
1122,2024-01-31 16:30:00,"HH Margarita Rock Flight, HH Margarita Rock Flight, Flights Burger",3.0,51.36,22.83
1125,2023-11-05 14:11:00,"HH Bloody Mary Flight, HH Mimosa Flight, Long Island Iced Tea, Frozen Margarita Flight, Frozen Margarita Flight, Lemonade, Tequila Flight, Margarita Rock Flight, Well Gin, Lemonade, Margarita Rock Flight",13.0,232.99,3.71
1125,2024-01-06 18:36:00,"Voodoo Ranger, Voodoo Ranger, Meatballs, One Plain Meatball",4.0,40.42,33.87
1126,2023-11-16 19:35:00,"Margarita Rock Flight, Slider Flight, Fettuccine Alfredo",3.0,77.56,21.87
1126,2023-12-07 20:03:00,"Flights Burger, Flights Burger",2.0,37.08,20.0
1126,2024-02-08 16:47:00,"Wingman, Slider Flight, Pan Seared Salmon Fillet, Caprese Salad, Diet Coke, Beignet Flight",6.0,98.24000000000001,2.0
1129,2024-01-13 18:28:00,"Martini Flight, Mojito Flight, Fettuccine Alfredo, Flights Burger, Beer Flight, Ice Man",6.0,124.6,5.25
1130,2024-02-11 12:03:00,"HH Bloody Mary Flight, Margarita Rock Flight, Ahi Tuna Taco Flight",3.0,62.29,12.46
1143,2023-12-31 14:28:00,"HH Mimosa Flight, HH Mimosa Flight, Slider Flight, Fry Flight, Chicken n Waffles",5.0,95.0,6.2
1149,2024-01-20 18:15:00,"Margarita Rock Flight, Mojito Flight, Taco Flight, Slider Flight",4.0,93.95,16.91
1150,2023-11-10 20:22:00,"Frozen Margarita Flight, Slider Flight, Empanada Flight",3.0,68.81,13.76
1173,2024-01-08 17:53:00,Margarita Rock Flight,1.0,26.25,36.46
1185,2024-01-26 19:59:00,"Mocktini Flight, Fry Flight, Empanada Flight, Skewer Flight",4.0,78.6,20.0
1190,2024-01-25 17:58:00,"Morena Mia, Pan Seared Salmon Fillet, HH Tasting Wine Flight, Flights Burger",4.0,70.98,29.92
1198,2024-01-06 14:07:00,"Chicken n Waffles, 6 Oz N.Y. Steak & Eggs, Margarita Rock Flight, Mojito Flight",4.0,95.06,0.0
1201,2024-01-11 21:09:00,"White Wine Flight, Frozen Margarita Flight, Fry Flight, Flights Burger, MODELO, Flights Burger, Jack Daniels, Mojito Flight, Margarita Rock Flight, Flights Burger, Margarita Rock Flight, Bluemoon, Smoked Show, Fry Flight, Chicken Wing Flight, Fry Flight",16.0,313.53999999999996,0.0
1204,2024-02-19 17:50:00,Wingman,1.0,15.32,5.0
1207,2024-02-24 14:09:00,"Martini Flight, Mule Flight, Mojito Flight, Empanada Flight, Chicken Wing Flight, Slider Flight, Ahi Tuna Taco Flight, Fry Flight, Beignet Flight",9.0,196.57999999999998,12.44
1211,2023-12-17 18:31:00,Bluemoon,1.0,8.75,17.47
1211,2024-02-24 19:03:00,Margarita Rock Flight,1.0,26.25,5.25
1212,2024-02-09 18:33:00,"Rose - The Fabliest - Glass, Rose - The Fabliest - Glass",2.0,21.86,14.42
1220,2024-01-02 17:36:00,Caesar Salad,1.0,6.52,0.0
1227,2023-12-31 13:22:00,HH Bloody Mary Flight,1.0,16.41,6.99
1232,2024-01-29 16:59:00,HH Mojito Flight,2.0,32.82,10.0
1237,2023-11-25 17:42:00,Chicken Wing Flight,1.0,0.0,32.83
1246,2023-12-03 15:38:00,"Martini Flight, Fry Flight, Skewer Flight, Ahi Tuna Taco Flight, Cheesecake Flight, Taco Flight, BBQ Pulled Pork Sandwich, Caesar Salad, Empanada Flight, Flights Burger, Fettuccine Alfredo, Baby Back Ribs Flight, BBQ Pulled Pork Sandwich, Taco Flight",17.0,353.51,22.0
1249,2023-12-09 15:35:00,"HH Mimosa Flight, HH Bloody Mary Flight, HH Mimosa Flight, HH Bloody Mary Flight, HH Mimosa Flight, HH Bloody Mary Flight",6.0,98.46000000000001,0.0
1251,2024-02-16 17:04:00,"Fry Flight, Salad Flight, Mocktini Flight, Hh Beer Flight, Ahi Tuna Taco Flight, Hh Beer Flight",6.0,105.94,0.0
1252,2024-01-05 19:41:00,"Mac & Cheese Flight, Taco Flight, Ahi Tuna Taco Flight, Margarita",4.0,74.21,17.54
1253,2023-11-20 19:14:00,"Flights Burger, Sierra Hazy",3.0,36.04,27.0
1261,2023-12-23 19:54:00,"Beer Flight, Mule Flight, Gin Flight, Fry Flight, Chicken Wing Flight",5.0,113.65,12.0
1262,2023-12-30 17:28:00,"Slider Flight, Soda Water",2.0,23.46,25.0
1263,2024-01-10 16:48:00,"Voodoo Ranger, Voodoo Ranger, Fettuccine Alfredo",3.0,40.41,15.08
1265,2024-01-11 19:44:00,"Draks, Pinot Grigio - 14 Hands - Glass, Empanada Flight, Drake",4.0,43.7,14.13
1266,2023-11-16 18:10:00,"Red Wine Flight, Taco Flight, Salad Flight",3.0,65.50999999999999,55.0
1267,2024-01-19 19:39:00,"Wedge Salad, Soda Water, Soda Water",3.0,17.44,13.32
1274,2024-02-02 17:54:00,"HH Mule Flight, HH Old Fashioned Flight, HH Old Fashioned Flight, Fry Flight, Mac & Cheese Flight, Ahi Tuna Taco Flight, Empanada Flight",7.0,128.88,15.0
1294,2024-02-07 17:01:00,"HH Old Fashioned Flight, Beer Flight, Old Fashioned Flight, Salad Flight, Mac & Cheese Flight, Morena Mia, Fry Flight",7.0,127.82,2.0
1307,2023-12-22 17:28:00,Beef Slider,1.0,5.46,0.0
1312,2023-12-01 20:20:00,"Fry Flight, Caesar Salad, Fettuccine Alfredo, Wingman, Fry Flight, Caesar Salad, Fettuccine Alfredo, Wingman",8.0,152.84,21.75
