,Menu Item,Modifiers,Price,Qty,Discount,Net,Tax,Total,Voided?,Reason,Refund Qty,Refund,Last 4 Card Digits,Order Date,Tip,Gratuity
0,Diet Coke,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,7703.0,2024-01-14 17:53:00,$21.63,$0.00
1,Salad Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,7703.0,2024-01-14 17:53:00,$21.63,$0.00
2,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,7703.0,2024-01-14 17:53:00,$21.63,$0.00
3,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7703.0,2024-01-14 17:53:00,$21.63,$0.00
0,Elysian Space Dust,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,5936.0,2024-01-14 17:55:00,$44.35,$0.00
1,Macaroni & Cheese,NO Drink,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,5936.0,2024-01-14 17:55:00,$44.35,$0.00
2,Two Chicken Tacos,NO Drink,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,5936.0,2024-01-14 17:55:00,$44.35,$0.00
3,Chicken Wing Flight,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,5936.0,2024-01-14 17:55:00,$44.35,$0.00
4,Caprese Salad,,$12.95,1.0,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,5936.0,2024-01-14 17:55:00,$44.35,$0.00
5,Side Fries,Truffle,$6.00,1.0,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,5936.0,2024-01-14 17:55:00,$44.35,$0.00
6,Chardonnay - Hess - Glass,,$13.00,1.0,$0.00,$13.00,$1.210,$14.21,False,,0,$0.00,5936.0,2024-01-14 17:55:00,$44.35,$0.00
7,Elysian Space Dust,,$8.00,2.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,5936.0,2024-01-14 17:55:00,$44.35,$0.00
0,Mojito Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
1,Martini Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
2,Beer Flight,,$16.00,1.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
3,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
4,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
5,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
6,Mac & Cheese Flight,,$18.95,2.0,$0.00,$37.90,$3.540,$41.44,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
7,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
8,Wingman,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,True,Customer Changed Mind,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
9,Bird Dog,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
10,Smoked Show,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,9684.0,2024-01-14 19:02:00,$15.00,$0.00
0,Mac & Cheese Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,5503.0,2024-01-14 19:05:00,$2.41,$0.00
1,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,5503.0,2024-01-14 19:05:00,$2.41,$0.00
2,12 Oz New York Steak,Medium Rare,$38.95,1.0,$0.00,$38.95,$3.660,$42.61,False,,0,$0.00,5503.0,2024-01-14 19:05:00,$2.41,$0.00
3,Beignet Flight,,$10.95,1.0,$0.00,$10.95,$1.040,$11.99,False,,0,$0.00,5503.0,2024-01-14 19:05:00,$2.41,$0.00
0,Well Tequila,,$11.00,1.0,$0.00,$11.00,$1.040,$12.04,False,,0,$0.00,2556.0,2024-01-14 19:08:00,$28.00,$0.00
0,Red Wine Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9710.0,2024-01-14 19:21:00,$4.72,$0.00
1,Frozen Margarita Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9710.0,2024-01-14 19:21:00,$4.72,$0.00
2,Skewer Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,9710.0,2024-01-14 19:21:00,$4.72,$0.00
3,Baby Back Ribs Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,9710.0,2024-01-14 19:21:00,$4.72,$0.00
4,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,9710.0,2024-01-14 19:21:00,$4.72,$0.00
5,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,9710.0,2024-01-14 19:21:00,$4.72,$0.00
0,Margarita Rock Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8480.0,2024-01-14 19:27:00,$1.75,$0.00
0,MODELO,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,4709.0,2024-01-14 19:44:00,$10.00,$0.00
0,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,3157.0,2024-01-15 16:24:00,$25.00,$0.00
1,Margarita Rock Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3157.0,2024-01-15 16:24:00,$25.00,$0.00
2,Mule Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3157.0,2024-01-15 16:24:00,$25.00,$0.00
0,Hendricks,,$12.00,3.0,$0.00,$36.00,$3.380,$39.38,False,,0,$0.00,3782.0,2024-01-15 17:45:00,$2.40,$0.00
1,HH Bloody Mary Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,3782.0,2024-01-15 17:45:00,$2.40,$0.00
2,Nine West,,$11.00,3.0,$0.00,$33.00,$3.090,$36.09,False,,0,$0.00,3782.0,2024-01-15 17:45:00,$2.40,$0.00
3,Hendricks,,$12.00,2.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3782.0,2024-01-15 17:45:00,$2.40,$0.00
0,Voodoo Ranger,,$5.00,1.0,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,7165.0,2024-01-15 17:45:00,$9.00,$0.00
1,HH BEER,,$5.00,1.0,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,7165.0,2024-01-15 17:45:00,$9.00,$0.00
0,Mimosa Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,275.0,2024-01-07 15:36:00,$12.01,$0.00
1,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,275.0,2024-01-07 15:36:00,$12.01,$0.00
2,Cheesecake Flight,,$11.95,1.0,$0.00,$11.95,$1.120,$13.07,False,,0,$0.00,275.0,2024-01-07 15:36:00,$12.01,$0.00
0,Margarita Rock Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,3563.0,2024-01-07 15:53:00,$5.78,$0.00
0,Mojito Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,4983.0,2024-01-07 15:53:00,$15.00,$0.00
1,Beer Flight,,$16.00,1.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,4983.0,2024-01-07 15:53:00,$15.00,$0.00
2,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,4983.0,2024-01-07 15:53:00,$15.00,$0.00
3,One Strawberry Cheesecake,,$3.00,1.0,$0.00,$3.00,$0.290,$3.29,False,,0,$0.00,4983.0,2024-01-07 15:53:00,$15.00,$0.00
0,Old Fashioned Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7664.0,2024-01-07 16:09:00,$10.00,$0.00
1,Mojito Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7664.0,2024-01-07 16:09:00,$10.00,$0.00
2,Mule Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,True,Customer Changed Mind,0,$0.00,7664.0,2024-01-07 16:09:00,$10.00,$0.00
0,Mojito Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7604.0,2024-01-07 16:27:00,$20.00,$0.00
1,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,7604.0,2024-01-07 16:27:00,$20.00,$0.00
2,Mac & Cheese Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7604.0,2024-01-07 16:27:00,$20.00,$0.00
3,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,7604.0,2024-01-07 16:27:00,$20.00,$0.00
0,Titos,,$12.00,2.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,5290.0,2024-01-07 16:34:00,$5.25,$0.00
0,Rose - The Fabliest - Glass,,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,9843.0,2024-01-07 17:29:00,$26.00,$0.00
1,Bloody Mary,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,9843.0,2024-01-07 17:29:00,$26.00,$0.00
2,Shirley Temple,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,9843.0,2024-01-07 17:29:00,$26.00,$0.00
3,Beef Slider,"Meat And Bun Only, NO Drink",$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,9843.0,2024-01-07 17:29:00,$26.00,$0.00
4,Roasted Lemon Chicken,Cut It Up,$24.95,1.0,$0.00,$24.95,$2.340,$27.29,False,,0,$0.00,9843.0,2024-01-07 17:29:00,$26.00,$0.00
5,12 Oz New York Steak,Medium Rare,$38.95,1.0,$0.00,$38.95,$3.660,$42.61,False,,0,$0.00,9843.0,2024-01-07 17:29:00,$26.00,$0.00
6,Side Fries,,$6.00,1.0,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,9843.0,2024-01-07 17:29:00,$26.00,$0.00
0,Mojito Flight,,$24.00,2.0,$0.00,$48.00,$4.500,$52.50,False,,0,$0.00,7830.0,2024-01-07 17:36:00,$21.86,$0.00
1,Fettuccine Alfredo,Chicken,$26.95,1.0,$0.00,$26.95,$2.540,$29.49,False,,0,$0.00,7830.0,2024-01-07 17:36:00,$21.86,$0.00
2,Roasted Lemon Chicken,,$24.95,1.0,$0.00,$24.95,$2.340,$27.29,False,,0,$0.00,7830.0,2024-01-07 17:36:00,$21.86,$0.00
0,Beef Slider,"Just Cheese Meat Mustard And Bun, NO Drink",$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,3064.0,2024-01-07 18:33:00,$22.00,$0.00
1,BBQ Pulled Pork Sandwich,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,3064.0,2024-01-07 18:33:00,$22.00,$0.00
2,Chicken Sandwich With Fries,Buffalo Chicken Cole Slaw Pickles And Avacado With Bbq Fries,$18.00,1.0,$0.00,$18.00,$1.680,$19.68,False,,0,$0.00,3064.0,2024-01-07 18:33:00,$22.00,$0.00
3,Birthday Cheesecake,,$0.00,1.0,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,3064.0,2024-01-07 18:33:00,$22.00,$0.00
0,Mile High,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,5264.0,2024-01-07 19:23:00,$25.71,$0.00
1,Ghost Rider,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,5264.0,2024-01-07 19:23:00,$25.71,$0.00
2,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,5264.0,2024-01-07 19:23:00,$25.71,$0.00
3,Baby Back Ribs Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,5264.0,2024-01-07 19:23:00,$25.71,$0.00
4,Skewer Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,5264.0,2024-01-07 19:23:00,$25.71,$0.00
5,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,5264.0,2024-01-07 19:23:00,$25.71,$0.00
6,Birthday Cheesecake,,$0.00,1.0,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,5264.0,2024-01-07 19:23:00,$25.71,$0.00
0,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,7302.0,2024-01-07 19:59:00,$5.78,$0.00
1,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7302.0,2024-01-07 19:59:00,$5.78,$0.00
2,Martini Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7302.0,2024-01-07 19:59:00,$5.78,$0.00
3,Margarita Rock Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7302.0,2024-01-07 19:59:00,$5.78,$0.00
4,Slider Flight,"Beef, Beef, Beef",$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,7302.0,2024-01-07 19:59:00,$5.78,$0.00
0,Roasted Lemon Chicken,,$24.95,1.0,$0.00,$24.95,$2.340,$27.29,False,,0,$0.00,256.0,2024-01-08 16:43:00,$2.40,$0.00
1,Chicken Wing Flight,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,256.0,2024-01-08 16:43:00,$2.40,$0.00
2,Mac & Cheese Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,256.0,2024-01-08 16:43:00,$2.40,$0.00
3,MODELO,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,256.0,2024-01-08 16:43:00,$2.40,$0.00
4,MODELO,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,256.0,2024-01-08 16:43:00,$2.40,$0.00
0,805,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,1317.0,2024-01-08 17:44:00,$0.00,$0.00
1,Ghost Rider,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1317.0,2024-01-08 17:44:00,$0.00,$0.00
0,Margarita Rock Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1173.0,2024-01-08 17:53:00,$36.46,$0.00
0,Elysian Space Dust,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8275.0,2023-12-15 16:05:00,$6.00,$0.00
0,Martini,Aviation,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,6593.0,2023-12-15 16:11:00,$0.00,$0.00
1,Margarita,,$13.00,1.0,$0.00,$13.00,$1.210,$14.21,False,,0,$0.00,6593.0,2023-12-15 16:11:00,$0.00,$0.00
0,Bird Dog,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,6058.0,2023-12-15 16:56:00,$0.00,$0.00
0,HH Frozen Margarita Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,5017.0,2023-12-15 16:24:00,$0.00,$0.00
0,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,True,Customer Changed Mind,0,$0.00,4534.0,2023-12-15 16:28:00,$3.28,$0.00
1,Chicken Wing Flight,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,4534.0,2023-12-15 16:28:00,$3.28,$0.00
0,HH Old Fashioned Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2735.0,2023-12-15 16:41:00,$1.50,$0.00
0,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,8063.0,2023-12-15 16:35:00,$13.57,$0.00
0,HH Mojito Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1009.0,2023-12-15 16:50:00,$8.75,$0.00
1,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,1009.0,2023-12-15 16:50:00,$8.75,$0.00
2,HH Frozen Margarita Flight,Salt,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1009.0,2023-12-15 16:50:00,$8.75,$0.00
3,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,1009.0,2023-12-15 16:50:00,$8.75,$0.00
0,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,1389.0,2023-12-15 17:13:00,$0.00,$0.00
1,HH Frozen Margarita Flight,Salt,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1389.0,2023-12-15 17:13:00,$0.00,$0.00
2,HH Mimosa Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1389.0,2023-12-15 17:13:00,$0.00,$0.00
3,HH Frozen Margarita Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1389.0,2023-12-15 17:13:00,$0.00,$0.00
4,HH Martini Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1389.0,2023-12-15 17:13:00,$0.00,$0.00
0,Slider Flight,"Beef, Beef, Beef",$19.95,1.0,$9.98,$9.97,$0.930,$10.90,False,,0,$0.00,4728.0,2023-12-15 17:17:00,$3.00,$0.00
0,HH Margarita Rock Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2565.0,2023-12-15 17:32:00,$16.09,$0.00
0,Sauvignon Blanc - Simi,,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,5895.0,2023-12-15 17:42:00,$6.48,$0.00
1,Baby Back Ribs Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,5895.0,2023-12-15 17:42:00,$6.48,$0.00
2,Roasted Lemon Chicken,,$24.95,1.0,$0.00,$24.95,$2.340,$27.29,False,,0,$0.00,5895.0,2023-12-15 17:42:00,$6.48,$0.00
3,Sauvignon Blanc - Simi,,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,5895.0,2023-12-15 17:42:00,$6.48,$0.00
0,HH Martini Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,5153.0,2023-12-15 17:49:00,$21.86,$0.00
1,HH Frozen Margarita Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,5153.0,2023-12-15 17:49:00,$21.86,$0.00
2,Skewer Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,5153.0,2023-12-15 17:49:00,$21.86,$0.00
3,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,5153.0,2023-12-15 17:49:00,$21.86,$0.00
4,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,5153.0,2023-12-15 17:49:00,$21.86,$0.00
0,HH Bloody Mary Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2977.0,2023-12-15 18:00:00,$20.41,$0.00
1,HH Martini Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,2977.0,2023-12-15 18:00:00,$20.41,$0.00
2,Baby Back Ribs Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,2977.0,2023-12-15 18:00:00,$20.41,$0.00
3,Empanada Flight,2 Cheese 1 Mushroom,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,2977.0,2023-12-15 18:00:00,$20.41,$0.00
4,Slider Flight,2 Chicken 1 Beef,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,2977.0,2023-12-15 18:00:00,$20.41,$0.00
0,Elysian Space Dust,,$5.00,1.0,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,2668.0,2023-12-15 18:03:00,$7.41,$0.00
1,Elysian Space Dust,,$5.00,1.0,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,2668.0,2023-12-15 18:03:00,$7.41,$0.00
2,Elysian Space Dust,,$5.00,1.0,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,2668.0,2023-12-15 18:03:00,$7.41,$0.00
3,Meatballs,"Sauce On Side, Cheese On The Side",$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,2668.0,2023-12-15 18:03:00,$7.41,$0.00
0,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,2310.0,2023-12-15 18:06:00,$25.98,$0.00
1,Skewer Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,2310.0,2023-12-15 18:06:00,$25.98,$0.00
2,Coke,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,2310.0,2023-12-15 18:06:00,$25.98,$0.00
3,Coke,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,2310.0,2023-12-15 18:06:00,$25.98,$0.00
4,BBQ Pulled Pork Sandwich,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,2310.0,2023-12-15 18:06:00,$25.98,$0.00
5,Fettuccine Alfredo,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,2310.0,2023-12-15 18:06:00,$25.98,$0.00
0,Smoked Show,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1493.0,2023-12-15 18:20:00,$33.64,$0.00
1,Buffalo Trace,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1493.0,2023-12-15 18:20:00,$33.64,$0.00
2,Old Fashioned,Buffalo Trace,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,1493.0,2023-12-15 18:20:00,$33.64,$0.00
0,Titos,Strawberry Mojito,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,9599.0,2023-12-15 18:20:00,$13.75,$0.00
1,Ahi Tuna Taco Flight,No Onions,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,9599.0,2023-12-15 18:20:00,$13.75,$0.00
2,Slider Flight,Onion Allergy,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,9599.0,2023-12-15 18:20:00,$13.75,$0.00
3,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,9599.0,2023-12-15 18:20:00,$13.75,$0.00
4,Skewer Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,9599.0,2023-12-15 18:20:00,$13.75,$0.00
5,Pan Seared Salmon Fillet,Onion Allergy,$27.95,1.0,$0.00,$27.95,$2.620,$30.57,False,,0,$0.00,9599.0,2023-12-15 18:20:00,$13.75,$0.00
0,Truffle Mushroom Empanada,Extra Raddish Y Sauce,$6.00,1.0,$3.00,$3.00,$0.290,$3.29,False,,0,$0.00,6844.0,2023-12-15 18:51:00,$8.29,$0.00
0,HH Margarita Rock Flight,Tajin,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,8804.0,2024-01-02 16:06:00,$0.00,$0.00
1,Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,8804.0,2024-01-02 16:06:00,$0.00,$0.00
2,Chicken Wing Flight,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,8804.0,2024-01-02 16:06:00,$0.00,$0.00
3,Roasted Lemon Chicken,,$24.95,1.0,$0.00,$24.95,$2.340,$27.29,False,,0,$0.00,8804.0,2024-01-02 16:06:00,$0.00,$0.00
4,Coke,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,8804.0,2024-01-02 16:06:00,$0.00,$0.00
0,MODELO,,$8.00,1.0,$3.00,$5.00,$0.460,$5.46,False,,0,$0.00,6809.0,2024-01-02 16:52:00,$0.00,$0.00
1,MODELO,,$8.00,1.0,$3.00,$5.00,$0.460,$5.46,False,,0,$0.00,6809.0,2024-01-02 16:52:00,$0.00,$0.00
2,Pineapple Juice,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,True,Customer Changed Mind,0,$0.00,6809.0,2024-01-02 16:52:00,$0.00,$0.00
3,Pineapple Juice,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,True,Customer Changed Mind,0,$0.00,6809.0,2024-01-02 16:52:00,$0.00,$0.00
4,Mocktini Flight,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,6809.0,2024-01-02 16:52:00,$0.00,$0.00
0,HH Martini Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
1,Old Fashioned Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,True,Server Error,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
2,cheese flight,,$14.95,1.0,$0.00,$14.95,$1.410,$16.36,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
3,Meatballs,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
4,HH Old Fashioned Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
5,Baby Back Ribs Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
6,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
7,BBQ Pulled Pork Sandwich,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
8,HH Margarita Rock Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
9,Cheesecake Flight,To Go,$11.95,1.0,$0.00,$11.95,$1.120,$13.07,False,,0,$0.00,6761.0,2024-01-02 17:14:00,$1.00,$0.00
0,Caesar Salad,Chicken,$11.95,1.0,$5.98,$5.97,$0.550,$6.52,False,,0,$0.00,1220.0,2024-01-02 17:36:00,$0.00,$55.92
0,805,,$5.00,1.0,$0.00,$5.00,$0.460,$5.46,False,,0,$0.00,9550.0,2024-01-02 17:37:00,$20.00,$0.00
